,Output_upper,Output_lower,Input,RANK,TOTAL
662,WINWOOD,winwood,"whopper, infidel, nitrate, whacked, odyssey, outback, dracula",60001,7
663,BRINNER,brinner,"beached, riveted, infidel, nonstop, neptune, expunge, retrace",60001,7
664,ELATING,elating,"echelon, lenient, aimless, termite, ignoble, nonstop, garbled",60001,7
665,TERMERS,termers,"tequila, enabler, relapse, melodic, eyeless, revolve, spiking",60001,7
666,AIRLINK,airlink,"amiable, ironing, retrace, lexicon, invader, nodding, knuckle",60001,7
667,WESTAIR,westair,"whacked, equated, sinners, trooper, aplenty, incense, reaping",60001,7
668,CANINES,canines,"cameron, airhead, nodding, impasse, nonstop, edifice, surmise",60001,7
669,ABATING,abating,"aimless, bonkers, acetone, tribune, insular, nitrate, glacial",60001,7
670,STECKER,stecker,"slumber, trooper, endgame, curried, knuckle, ennoble, roaster",60001,7
671,TRANSUE,transue,"tequila, royally, arizona, nonstop, slowest, upstart, envious",60001,7
672,BLETHEN,blethen,"bluster, livable, excites, tonnage, holdout, entitle, nonstop",60001,7
673,MARKELL,markell,"misread, abigail, redwood, knuckle, epistle, lifters, loaning",60001,7
674,GELETTE,gelette,"glacial, evicted, lunging, excites, tempest, tidbits, excused",60001,7
675,COMPHER,compher,"cadence, octopus, malcolm, plucked, hogwash, extrude, rummage",60001,7
676,ALLANTE,allante,"alimony, lasagna, liberte, arizona, neptune, trinity, excised",60001,7
677,KLIMENT,kliment,"keyhole, lagging, infidel, marquee, expunge, nonstop, twinkle",60001,7
678,ACKLAND,ackland,"alabama, chalice, knuckle, lasagna, appease, negated, drifter",60001,7
679,KOETHER,koether,"karaoke, outcast, expunge, turkeys, hangout, eyesore, robbing",60001,7
680,HERBERS,herbers,"heretic, extrude, reentry, biggies, equated, retread, salting",60001,7
681,LANDMAN,landman,"looting, archaic, nomadic, devalue, manmade, aimless, newness",60001,7
682,SEAVERS,seavers,"savaged, earthen, airless, voicing, evading, reviled, shrinks",60001,7
683,ANILINE,aniline,"anarchy, naively, ironing, leashed, intrude, neptune, enabler",60001,7
684,MESERVE,meserve,"maestro, empress, stooped, eyeless, repress, vertigo, edifice",60001,7
685,NOWLING,nowling,"nascent, outback, whacked, loathed, infidel, nitrate, gravely",60001,7
686,CENTNER,centner,"carping, enabler, nomadic, tabloid, nitrate, estrada, reentry",60001,7
687,ALLGOOD,allgood,"ascetic, leftism, lagging, gliding, onetime, overuse, devalue",60001,7
688,RAWLING,rawling,"replete, acetone, whopper, leashed, intrude, neptune, grapple",60001,7
689,ATTWOOD,attwood,"aplenty, turnkey, truffle, wrinkle, origami, overuse, drizzle",60001,7
690,DECHANT,dechant,"drizzle, emerald, cameron, heaving, acetone, nascent, tenancy",60001,7
691,TRANSUE,transue,"trident, retrain, aimless, nodding, shoving, unspent, emblems",60001,7
692,GESSERT,gessert,"gelatin, esquire, snaking, strayed, equator, reviled, thumper",60001,7
693,AMACHER,amacher,"abscond, moaning, annular, clotted, holdout, earthen, roaster",60001,7
694,AVINGER,avinger,"affixed, voicing, intrude, nascent, gorilla, endgame, reentry",60001,7
695,GERLOCK,gerlock,"greased, earthen, replete, leaping, orlando, cameron, knuckle",60001,7
696,CARDIEL,cardiel,"coexist, affront, rummage, dracula, ironing, enclose, labored",60001,7
697,HEIGHTH,heighth,"hogwash, excused, incense, godless, heinous, turkeys, heaping",60001,7
698,CALISTA,calista,"chalice, agonize, leakers, invader, spandex, thrills, archery",60001,7
699,LESSORS,lessors,"legions, expunge, shoving, snaking, octopus, rooster, synapse",60001,7
700,GELETTE,gelette,"glories, equator, livable, earthen, tilting, torched, envious",60001,7
701,HEIGHTH,heighth,"hemlock, equinox, ironing, greased, howling, tidbits, heretic",60001,7
702,GOODLIN,goodlin,"glacial, orchard, october, dearest, liturgy, impound, naively",60001,7
703,STECKER,stecker,"scruple, turkish, enclose, callous, keyless, emblems, rebecca",60001,7
704,CARAKER,caraker,"carpool, abalone, respite, asunder, kinship, enclose, roaster",60001,7
705,INTERCO,interco,"impious, nitrate, terrify, earthen, reissue, critter, orlando",60001,7
706,CONTINO,contino,"carping, opulent, negated, truffle, incense, naively, october",60001,7
707,MERITOR,meritor,"monsoon, endgame, robocop, impeded, taunted, october, regency",60001,7
710,EARLINE,earline,"excised, annuity, rummage, lifters, invades, neptune, empress",60001,7
711,MASKELL,maskell,"maestro, archery, strayed, knuckle, enclose, labored, looting",60001,7
713,FORAKER,foraker,"fatuous, orchard, refuges, alabama, keyless, entitle, repress",60001,7
714,SENDERO,sendero,"subvert, equator, newness, devalue, eyeless, retinal, outlast",60001,7
715,KLEMENT,klement,"keyless, labored, estrada, maestro, estrada, naively, throngs",60001,7
716,KLIMENT,kliment,"keyhole, leashed, incense, merited, ennoble, neptune, thrills",60001,7
717,ELATING,elating,"empress, lampoon, annuity, tonnage, ironing, naively, geology",60001,7
718,BUFFONE,buffone,"baroque, untruth, floater, freemen, outback, naively, envious",60001,7
719,STRUBLE,struble,"scruffy, tequila, rotting, unsound, blanche, likable, equinox",60001,7
720,GREIDER,greider,"grumble, refocus, excised, infidel, duopoly, edifice, retrain",60001,7
722,DESSENT,dessent,"dearest, erasing, surfeit, shrinks, ennoble, needful, tempest",60001,7
723,FARRANT,farrant,"fibrous, atheism, rebecca, rummage, aimless, negated, teeming",60001,7
724,BOSSERT,bossert,"barbara, orchids, savaged, scruffy, endgame, replete, tabling",60001,7
725,BEDSOLE,bedsole,"beacons, extrude, duopoly, sunburn, outcast, leakers, ennoble",60001,7
726,SMATHER,smather,"smother, macrame, arbiter, turkeys, haughty, equinox, relapse",60001,7
727,THACHER,thacher,"throngs, heaping, animism, crevice, hapless, elation, remnant",60001,7
728,ARMILLA,armilla,"acetone, ramming, merited, insular, lifters, lagging, alimony",60001,7
729,HAERING,haering,"hoarded, asunder, epistle, royally, invader, newness, glories",60001,7
730,MASBACK,masback,"moaning, aquifer, skyward, bitumen, acreage, chipped, karaoke",60001,7
731,INTERCO,interco,"incited, nettles, torched, evoking, refocus, clinton, odyssey",60001,7
732,HASSELL,hassell,"heaping, alaskan, schwarz, salient, eyeless, legions, looters",60001,7
733,GESSERT,gessert,"garland, earthen, subtext, surging, equated, racists, tribune",60001,7
734,FORAKER,foraker,"fanfare, october, ramming, archery, keyless, empress, raisins",60001,7
735,CHIPOTE,chipote,"capitol, heinous, ignoble, panacea, octopus, trooper, echelon",60001,7
736,NOLETTE,nolette,"newness, oratory, lacquer, excused, torched, tempest, excused",60001,7
737,CASSENS,cassens,"chalice, asunder, sayings, slanted, evicted, nodding, snapper",60001,7
738,DERIDES,derides,"drifter, endgame, reentry, incited, duopoly, endgame, stooped",60001,7
739,FINALCO,finalco,"freeman, insular, newness, attuned, legible, carpool, opulent",60001,7
741,DATARAM,dataram,"drizzle, abigail, trooper, archaic, roaster, annuity, milking",60001,7
742,ALLPORT,allport,"amorous, lacquer, layover, primate, octopus, respite, tilting",60001,7
743,MAINARD,mainard,"moaning, abigail, impious, nomadic, abalone, remakes, dracula",60001,7
744,CONTINO,contino,"colgate, outcast, nitrate, thrills, incense, nitrate, octopus",60001,7
746,MASBACK,masback,"melodic, abalone, stunner, bolivar, aimless, capitol, knuckle",60001,7
747,PRINTUP,printup,"palaces, riotous, impasse, negated, trident, ugliest, pelagic",60001,7
748,MOSTROM,mostrom,"moaning, outlast, synapse, tribune, rotting, october, mislead",60001,7
749,RAETHER,raether,"retrain, airhead, eyesore, thumper, hogwash, expanse, rectify",60001,7
750,DESSENT,dessent,"duopoly, eyesore, savaged, settler, excised, newness, tilting",60001,7
751,MAINERS,mainers,"memphis, acreage, incense, nascent, entitle, respite, sayings",60001,7
752,HIPPERT,hippert,"howling, infidel, payback, pelican, eyesore, racists, tilting",60001,7
753,FORSELL,forsell,"fulsome, outcast, reissue, scammed, excites, likable, leaping",60001,7
754,CANINES,canines,"chateau, aquifer, newness, ironing, newness, earthen, stammer",60001,7
755,ANDRESS,andress,"airhead, neptune, dweller, ramming, expunge, saddest, swamped",60001,7
756,NOWLAND,nowland,"newness, outback, wrinkle, leaping, annular, newness, drifter",60001,7
757,MOREMAN,moreman,"manhood, outback, rosebud, expunge, misfits, annuity, naively",60001,7
758,FINALCO,finalco,"ferrous, incense, neptune, asunder, lapsing, chipped, oratory",60001,7
759,DAUSTER,dauster,"drizzle, archaic, unsound, stoking, tabling, equated, rooster",60001,7
760,OVERATE,overate,"orlando, vaunted, endgame, redress, alaskan, tidbits, erasing",60001,7
761,PASSMAN,passman,"plenary, ageless, scruffy, snicker, minibus, agonize, naively",60001,7
762,CHIPITA,chipita,"crevice, heaping, ironing, palaces, impound, typhoon, alaskan",60001,7
763,DAUSTER,dauster,"drizzle, ageless, undoing, sunburn, tonnage, excused, riotous",60001,7
765,BLETHEN,blethen,"belated, liturgy, exalted, tabloid, hapless, esquire, nomadic",60001,7
766,LONGPRE,longpre,"lamprey, oratory, neptune, glacial, parquet, remakes, excites",60001,7
767,SCALESE,scalese,"skyward, coexist, affront, loathed, epistle, scammed, eyeless",60001,7
768,RAMAKER,ramaker,"robocop, awfully, maestro, abigail, kinship, excised, retrain",60001,7
769,CHIPOTE,chipote,"chevron, herding, invades, pliable, outback, trample, esquire",60001,7
770,ADVALUE,advalue,"anagram, drifter, vertigo, affront, lockout, upstart, expunge",60001,7
771,ANDRESS,andress,"alimony, nullify, dragnet, rummage, extrude, salting, savaged",60001,7
772,BLETHEN,blethen,"baloney, liberte, estrada, turkeys, heretic, earthen, naively",60001,7
773,PASSMAN,passman,"panacea, amiable, synapse, splurge, manmade, ageless, naively",60001,7
774,FRASURE,frasure,"foxhole, relapse, acreage, swiping, uniting, rubicon, emerald",60001,7
775,ARLETTE,arlette,"affixed, retrain, limping, echelon, turnkey, throngs, erasing",60001,7
776,CALISTA,calista,"carping, amnesia, leaping, impasse, steeper, tequila, abiding",60001,7
777,GERLOCK,gerlock,"goading, excused, reprise, lamprey, october, curried, keyless",60001,7
778,VERGING,verging,"vaunted, equator, retread, greased, invader, nodding, gasping",60001,7
779,INSTONE,instone,"impious, newness, shrinks, taunted, october, needful, excites",60001,7
780,NETBACK,netback,"naively, entitle, thumper, bigoted, aladdin, chevron, knuckle",60001,7
781,DOCENTS,docents,"dracula, orlando, comrade, excused, negated, theresa, starchy",60001,7
782,KLEMENT,klement,"keyless, luckier, evoking, maestro, equator, nickels, turkeys",60001,7
783,SWISHED,swished,"salient, wrinkle, impious, surging, haywire, emblems, dueling",60001,7
785,FLINNER,flinner,"finnish, leftism, ironing, nascent, negated, excites, replete",60001,7
786,BOSSERT,bossert,"braised, october, soapbox, subzero, earthen, retrain, trinity",60001,7
787,MATTHIS,matthis,"melodic, agonize, torched, trooper, heretic, impound, stooped",60001,7
788,HANDLIN,handlin,"herding, audited, nonstop, dragnet, labored, intrude, nullify",60001,7
789,LABERGE,laberge,"leakers, annular, bugatti, enclose, relapse, gentler, earthen",60001,7
790,MARACLE,maracle,"moaning, annular, robbers, aquifer, cadmium, leaping, endgame",60001,7
791,INSCORE,inscore,"impound, nodding, scruple, curtail, overuse, retrace, envious",60001,7
792,DECHANT,dechant,"dragnet, elation, cloaked, howling, attuned, neptune, trinity",60001,7
793,LOCKNER,lockner,"legible, orlando, cowards, keyhole, negated, equated, robocop",60001,7
794,GRAUMAN,grauman,"garland, respite, affixed, undoing, morocco, affixed, nascent",60001,7
795,PORTIER,portier,"pelagic, orchids, ramming, trooper, impetus, expunge, retrace",60001,7
796,PASSERO,passero,"panacea, acreage, somalia, schwarz, entitle, retread, odyssey",60001,7
797,CALISTA,calista,"cadaver, annuity, lenient, invades, shivers, tidbits, annular",60001,7
799,GERLOCK,gerlock,"gorilla, echelon, replete, lifters, outback, coexist, knuckle",60001,7
800,ANILINE,aniline,"ageless, nascent, impound, lagging, ironing, nomadic, evoking",60001,7
801,CALLIER,callier,"curtail, airless, liberte, liberte, insular, eyesore, retrain",60001,7
802,BANGLES,bangles,"bracing, anarchy, nodding, georgia, livable, excites, scallop",60001,7
803,PEETERS,peeters,"poacher, excused, excused, thumper, equated, reissue, skinned",60001,7
804,OLINGER,olinger,"outback, lifters, incited, nonstop, geology, ennoble, regency",60001,7
805,PRINTUP,printup,"petting, rotting, impasse, nodding, trident, unquote, peeling",60001,7
806,OLINGER,olinger,"outback, latinos, insular, nodding, godhead, elation, ranting",60001,7
807,NETBACK,netback,"neptune, excised, turnkey, baroque, acetone, cartels, knuckle",60001,7
808,DEGENER,degener,"duopoly, exalted, gentler, elation, nomadic, equator, replete",60001,7
809,SPARGER,sparger,"searing, polemic, annular, reaping, greener, edifice, reissue",60001,7
810,SHARELL,sharell,"steamed, harpoon, aqueous, rubicon, esquire, looters, looting",60001,7
811,FULLARD,fullard,"freemen, upstate, likable, lexicon, abscond, regroup, devalue",60001,7
812,CARAKER,caraker,"cleaver, audited, redwood, aplenty, knuckle, expunge, reissue",60001,7
814,EBINGER,ebinger,"edifice, bigfoot, insular, nascent, gasping, excised, royally",60001,7
815,CREAGER,creager,"crooked, reddish, emerald, arbiter, gorilla, endgame, regalia",60001,7
816,SPARGER,sparger,"slaying, prequel, aimless, refocus, godless, estrada, replete",60001,7
817,DELORIA,deloria,"dracula, estrada, latinos, octopus, rebecca, incense, alimony",60001,7
818,MESCHED,mesched,"maestro, evicted, swaying, chateau, hogwash, estrada, dearest",60001,7
819,NOLETTE,nolette,"nonstop, october, lasagna, exalted, tickled, throngs, expanse",60001,7
820,REVILLA,revilla,"retrain, emerald, vaunted, impetus, livable, leaping, agonize",60001,7
821,CARDISS,cardiss,"cowards, atheism, royally, duopoly, intrude, subvert, spyware",60001,7
822,BUSHELL,bushell,"beached, unquote, stumped, herding, estrada, limping, leaping",60001,7
823,LABELLE,labelle,"lagging, agonize, bedrock, epistle, lapsing, looters, elation",60001,7
824,LANGILL,langill,"limping, aimless, nomadic, grizzle, invades, liturgy, looting",60001,7
825,WARNICK,warnick,"wrinkle, awfully, retrain, naively, ignoble, cupcake, knuckle",60001,7
826,MERLOTS,merlots,"misused, envious, restful, lexicon, overuse, trundle, saddest",60001,7
828,PRINTON,printon,"prelude, ramming, ignoble, nitrate, tonnage, outcast, neptune",60001,7
829,SIGNERS,signers,"splurge, impious, gainful, nodding, equator, rectify, shivers",60001,7
830,BEDSOLE,bedsole,"beaming, exalted, drifter, surfeit, orlando, lacquer, emblems",60001,7
831,OLINGER,olinger,"onetime, lasagna, impetus, nettles, grabber, expunge, rebecca",60001,7
832,ACKLAND,ackland,"amorous, curried, karaoke, latinos, aladdin, needful, dearest",60001,7
833,AMACHER,amacher,"amiable, marbles, audited, coining, harpoon, entitle, robbing",60001,7
834,TAINTER,tainter,"twinkle, archaic, impeded, naively, turnkey, earthen, realist",60001,7
835,HASSELL,hassell,"hooking, ageless, saddest, surfeit, evading, lampoon, leashed",60001,7
836,BLECKER,blecker,"bristol, leashed, entitle, carping, keyless, endgame, requiem",60001,7
837,GRAUMAN,grauman,"gelatin, rigging, amnesia, undying, monsoon, aquifer, newness",60001,7
838,KLAPPER,klapper,"knuckle, looters, aplenty, probate, payback, envious, reentry",60001,7
840,WAUTERS,wauters,"whopper, annular, uncanny, theresa, excused, rigging, shunned",60001,7
841,LANCOME,lancome,"legible, abigail, nitrate, cohabit, outback, moaning, excised",60001,7
842,KNITTLE,knittle,"kinship, neptune, invader, tilting, terrify, lenient, empress",60001,7
843,INFUSES,infuses,"impound, neptune, floater, untaxed, slither, enclose, scuttle",60001,7
844,NOLETTE,nolette,"neptune, outlast, limping, estrada, tequila, truffle, extrude",60001,7
845,GENSTAR,genstar,"georgia, excised, newness, scruffy, tequila, airless, repress",60001,7
846,SIGNERS,signers,"synapse, invader, godless, nonstop, echelon, rigging, scruple",60001,7
847,GAMELIN,gamelin,"glacial, archery, maestro, estrada, latinos, intrude, nodding",60001,7
848,MARKERT,markert,"moaning, attuned, refuges, karaoke, eyesore, retrain, twister",60001,7
849,PERCELL,percell,"potable, expunge, robbers, coldest, elation, lacquer, labored",60001,7
850,CONOVER,conover,"capella, outcast, neptune, outback, vaunted, epistle, retrain",60001,7
851,LONGCOR,longcor,"layover, onetime, negated, grumble, catfish, orlando, remakes",60001,7
852,GAMELIN,gamelin,"greener, appease, moniker, enclose, latinos, impound, nascent",60001,7
853,SWISHED,swished,"subtext, whaling, invades, sniping, harpoon, echelon, dracula",60001,7
854,NOWLAND,nowland,"naively, oratory, whaling, liturgy, audited, naively, devious",60001,7
856,EBRIGHT,ebright,"excused, biggies, repress, invades, godhead, heaving, turkish",60001,7
857,CELLNET,cellnet,"cadence, earthen, lacquer, legions, negated, echelon, trident",60001,7
858,INTERCO,interco,"ignoble, nomadic, truffle, equinox, retrain, chalice, octopus",60001,7
859,BOSSERT,bossert,"bayonet, outcast, scallop, scrappy, enclose, revolve, tidbits",60001,7
860,NEWEDGE,newedge,"nonstop, extrude, whining, edifice, devalue, glacial, emerald",60001,7
861,EBINGER,ebinger,"enabler, beached, invader, neptune, godless, earthen, reissue",60001,7
862,ABATING,abating,"annular, bitumen, archaic, tenancy, ignoble, nomadic, gliding",60001,7
863,CASADOS,casados,"coexist, ageless, slanted, audited, deposed, opulent, saddest",60001,7
864,LAPOINT,lapoint,"leaping, aimless, prequel, outlast, invader, naively, tequila",60001,7
865,SIMISON,simison,"savaged, ironing, moaning, impious, subzero, outlast, naively",60001,7
866,FINALCO,finalco,"figment, impound, needled, airhead, leashed, cougars, orifice",60001,7
867,ROADCAP,roadcap,"reissue, octopus, aplenty, dracula, catfish, appease, peeling",60001,7
868,DONILON,donilon,"dragnet, onetime, nonstop, impasse, liturgy, onshore, needled",60001,7
869,ALLPORT,allport,"affable, livable, legions, panacea, outcast, regalia, thrifty",60001,7
870,COMMINS,commins,"curable, outlast, macrame, moaning, incited, needful, surfeit",60001,7
871,LABELLE,labelle,"legions, agonize, bluster, earthen, lovable, legions, enabler",60001,7
872,LAPOINT,lapoint,"lacquer, abscond, pinning, opulent, intrude, nonstop, tequila",60001,7
873,DESSENT,dessent,"drizzle, enclose, shrinks, salting, esquire, nickels, trample",60001,7
874,ASSANTE,assante,"annuity, salient, scarier, animism, naively, torched, epistle",60001,7
875,DONADIO,donadio,"dweller, oblique, naively, alabama, dearest, incense, opulent",60001,7
877,GOODLOW,goodlow,"garland, orifice, overuse, duopoly, lasagna, opulent, wrinkle",60001,7
879,PALMORE,palmore,"pausing, aplenty, loaning, maestro, orchids, redness, esquire",60001,7
880,FORSELL,forsell,"figment, opulent, revolve, stumped, emblems, layover, loathed",60001,7
881,LASATER,lasater,"legions, archery, skyward, aquifer, turnkey, equated, reissue",60001,7
882,SWANNER,swanner,"subtext, whopper, archaic, nitrate, nodding, extrude, remnant",60001,7
883,ELATING,elating,"excused, leashed, appease, tidbits, insular, naively, glories",60001,7
884,NEWORLD,neworld,"neptune, enabler, whopper, outcast, rebecca, latinos, devalue",60001,7
885,ELATING,elating,"exalted, lenient, archaic, throngs, invader, negated, grapple",60001,7
886,KLEMENT,klement,"keyless, likable, endgame, midwife, ennoble, nickels, trample",60001,7
887,ALLANTE,allante,"aimless, lockout, lovable, arbiter, naively, tribune, eyesore",60001,7
888,LABELLE,labelle,"looters, appease, bramble, equator, legible, lawless, emerald",60001,7
889,DEIGNED,deigned,"deposed, estrada, incense, grizzly, needful, enclose, dueling",60001,7
890,PRINTUP,printup,"pausing, retread, insular, neptune, truffle, uptight, plagues",60001,7
892,HAERING,haering,"haughty, aquifer, equator, respite, ironing, neptune, glories",60001,7
893,PERCELL,percell,"poisons, extrude, reprise, condone, ennoble, layover, lovable",60001,7
894,GENSTAR,genstar,"goading, extrude, nodding, scrappy, tequila, acetone, reaping",60001,7
895,GASSERT,gassert,"grapple, amorous, sharrow, sunburn, equated, ranting, taunted",60001,7
896,HOWSELL,howsell,"hemlock, overuse, wrinkle, sinners, expanse, layover, leaping",60001,7
897,ALLANTE,allante,"affable, latinos, limping, affable, nascent, turkish, evoking",60001,7
898,FRASURE,frasure,"faceted, restful, ascetic, stately, undoing, rotting, empress",60001,7
900,PEETERS,peeters,"pigskin, entitle, excised, turkeys, equated, remakes, saltier",60001,7
901,GERLOCK,gerlock,"georgia, equinox, replete, legions, odyssey, crumble, kinship",60001,7
902,KLAPPER,klapper,"keyless, layover, airless, pinball, penance, enclose, rooster",60001,7
903,BLETHEN,blethen,"barbell, latinos, endgame, tenancy, howling, equated, needled",60001,7
904,CARDISS,cardiss,"capitol, arizona, retrace, drizzle, intrude, subtext, settler",60001,7
905,CASTINE,castine,"cranium, abalone, saddest, trundle, infidel, neptune, extrude",60001,7
906,DONADIO,donadio,"dracula, odyssey, naively, aquifer, dueling, invader, outlast",60001,7
907,MARWOOD,marwood,"merrier, acreage, ramming, whopper, orlando, october, drifter",60001,7
908,SUBROTO,subroto,"seeping, undress, bracing, refuges, oratory, torched, oblique",60001,7
909,KLEMENT,klement,"knuckle, liturgy, exalted, merrier, estrada, neptune, throngs",60001,7
910,MARACLE,maracle,"melodic, annular, revolve, airhead, capitol, labored, equinox",60001,7
911,BILLIPS,billips,"bedrock, incense, lacquer, layover, impetus, pushers, subtext",60001,7
912,MERITOR,meritor,"matador, echelon, robocop, ignoble, tidbits, oratory, retrace",60001,7
913,CALISTA,calista,"chalice, anarchy, leashed, invades, swiping, thrills, asunder",60001,7
914,ALLANTE,allante,"attuned, layover, legible, airless, newness, tenured, esquire",60001,7
915,MESCHED,mesched,"memphis, epistle, snuggle, citadel, heaping, equator, dearest",60001,7
916,SCALESE,scalese,"swamped, cleaver, ascetic, lacquer, endgame, sunsets, epistle",60001,7
917,ADVALUE,advalue,"airhead, dueling, vaunted, archery, loathed, undying, ennoble",60001,7
918,BARITES,barites,"bonfire, acutely, retread, ironing, turkish, excised, storied",60001,7
919,GENSTAR,genstar,"gremlin, excused, newness, subtext, tabling, archery, roaster",60001,7
920,LEISING,leising,"lagging, entitle, intrude, splurge, impeded, naively, grumble",60001,7
921,EARFULL,earfull,"emblems, audited, reissue, faceted, uncivil, layover, liturgy",60001,7
922,ALLPORT,allport,"alabama, lacquer, lacquer, pinning, opulent, redwood, tabloid",60001,7
923,MERITOR,meritor,"marquee, epistle, revolve, impetus, torsion, octopus, raisins",60001,7
924,AMACHER,amacher,"abiding, manhole, airless, cutback, hideous, excised, retrain",60001,7
925,FARRANT,farrant,"fulsome, affable, repress, reissue, annuity, nettles, thrills",60001,7
926,GENSTAR,genstar,"greener, equator, nonstop, scruffy, trinity, alaskan, rebecca",60001,7
927,FAINTER,fainter,"fatuous, appease, incited, nonstop, tabling, endgame, reentry",60001,7
928,ALLANTE,allante,"abscond, leashed, lawless, airhead, newness, tenancy, endgame",60001,7
929,LAPOINT,lapoint,"livable, avenger, poisons, octopus, incited, naively, twister",60001,7
930,AVINGER,avinger,"airless, voicing, impasse, neptune, greener, excused, robbing",60001,7
931,OLINGER,olinger,"opulent, liberte, impound, neptune, gelatin, entitle, raisins",60001,7
932,HIPPERT,hippert,"harpoon, intrude, parrots, peaches, envious, robocop, torched",60001,7
933,CENTOLA,centola,"cameron, equinox, needful, trundle, overuse, likable, alaskan",60001,7
934,TAINTER,tainter,"turkeys, affixed, incited, nonstop, tidbits, emerald, rosebud",60001,7
935,HEIGHTH,heighth,"heretic, endgame, invades, gainful, harpoon, truffle, haywire",60001,7
936,INFUSES,infuses,"invades, neptune, floater, uniting, sayings, excused, stately",60001,7
937,SPARGER,sparger,"samurai, pausing, annular, revolve, greased, excites, rooster",60001,7
938,GAMELIN,gamelin,"gremlin, affixed, manatee, empress, lasagna, impasse, naively",60001,7
939,ACKLAND,ackland,"arbiter, chipped, karaoke, lifters, arbiter, nonstop, dragnet",60001,7
940,SORTINO,sortino,"stooped, orlando, raisins, trashed, invader, neptune, overuse",60001,7
941,FAINTER,fainter,"fibrous, aquifer, ironing, nitrate, turkeys, eyesore, reissue",60001,7
942,WEINGER,weinger,"whaling, earthen, invader, nodding, grabber, earthen, redwood",60001,7
943,ELATING,elating,"excites, leaping, airless, teeming, ignoble, nomadic, goading",60001,7
944,SIMISON,simison,"slacker, impound, macrame, invader, storied, onetime, neptune",60001,7
945,REFILLS,refills,"remnant, equator, finicky, incense, livable, lasagna, storied",60001,7
946,FINALCO,finalco,"freeman, intrude, nettles, aladdin, liturgy, chalice, onshore",60001,7
947,MERLOTS,merlots,"marquis, evading, relapse, latinos, outback, typhoon, skinned",60001,7
949,DESANTI,desanti,"dracula, estrada, subtext, airhead, newness, torched, impeded",60001,7
950,EARFULL,earfull,"empress, aplenty, riveted, fulsome, undying, limping, legions",60001,7
951,AIRLINK,airlink,"affixed, invades, robocop, leaping, incense, newness, knuckle",60001,7
952,OVERACT,overact,"outback, voicing, eyeless, refuges, affable, capitol, tilting",60001,7
953,SUBROTO,subroto,"snaking, undoing, bedrock, royally, outback, tenured, outlast",60001,7
954,ASSANTE,assante,"anarchy, stately, swaying, amorous, nomadic, truffle, expanse",60001,7
955,FRASURE,frasure,"ferrous, reentry, alabama, surging, undoing, replete, entitle",60001,7
956,HOWSELL,howsell,"haywire, orifice, whaling, spyware, earthen, lagging, loathed",60001,7
957,VARISCO,varisco,"varsity, audited, redwood, invader, strayed, cheater, october",60001,7
958,DERAILS,derails,"dweller, excites, remnant, affixed, invades, leakers, samurai",60001,7
959,ACKLAND,ackland,"annuity, catfish, keyless, lovable, agonize, nitrate, devious",60001,7
960,LEISING,leising,"limping, earthen, infidel, surfeit, ironing, negated, garland",60001,7
961,LINKOUS,linkous,"lagging, incited, neptune, knuckle, outlast, unquote, schwarz",60001,7
962,CREAGER,creager,"cutback, reprise, expanse, abscond, garland, eyeless, reissue",60001,7
963,OVERACT,overact,"oratory, voicing, echelon, robbing, aimless, carping, trashed",60001,7
964,ARLETTE,arlette,"affixed, reaping, lockout, echelon, thrifty, thumper, envious",60001,7
965,LINKOUS,linkous,"likable, ironing, nitrate, keyless, october, ugliest, sniping",60001,7
966,INTERCO,interco,"invades, needful, tilting, equated, regency, copilot, opulent",60001,7
967,SHOWELL,showell,"sinners, hideous, outlast, whither, eyeless, loathed, loaning",60001,7
969,PARTIDA,partida,"parrots, amnesia, ramming, thumper, ironing, dracula, alaskan",60001,7
970,ARMILLA,armilla,"abalone, remakes, manhood, incense, limping, lenient, acutely",60001,7
971,HASSELL,hassell,"hoarded, attuned, slasher, schwarz, echelon, lapsing, leaping",60001,7
972,LAPOINT,lapoint,"layover, arbiter, peeking, octopus, ignoble, nodding, trundle",60001,7
973,FAINTER,fainter,"freemen, amnesia, impasse, naively, twister, elation, redress",60001,7
974,MESCHED,mesched,"maestro, excites, snowing, crooked, hostess, entitle, devalue",60001,7
975,MOREVER,morever,"monsoon, orchard, ramming, equated, varsity, earthen, rebecca",60001,7
976,GUENTER,guenter,"gasping, uptight, esquire, neptune, trooper, eyeless, racists",60001,7
977,LEDWITH,ledwith,"leaping, estrada, devious, whither, intrude, tilting, haughty",60001,7
978,CONGEST,congest,"cowlick, outback, neptune, gentler, excised, surging, torched",60001,7
979,BALLMAN,ballman,"barrios, amiable, labored, looters, misread, anagram, nodding",60001,7
980,LANDINI,landini,"lasagna, annular, newness, dweller, incited, needful, intrude",60001,7
982,FROMMER,frommer,"floater, rosebud, october, manhood, merrier, echelon, roaster",60001,7
983,TAINTER,tainter,"trident, arizona, ironing, nonstop, tabling, empress, robbing",60001,7
984,CANINGS,canings,"capella, ascetic, nonstop, incense, nickels, godless, studded",60001,7
985,NOWLING,nowling,"neptune, octopus, wrinkle, lexicon, intrude, nomadic, gentile",60001,7
986,ELLETTE,ellette,"equinox, leaping, legions, evading, tenancy, trudeau, expunge",60001,7
987,RAETHER,raether,"redness, aqueous, estrada, truffle, harpoon, equator, replete",60001,7
