RANK,PoS,WORD,TOTAL,SPOKEN,FICTION,MAGAZINE,NEWSPAPER,ACADEMIC
31317, J ,crimean,149,9,14,57,17,52
31371, J ,moneyed,138,9,20,49,41,19
31396, J ,geostrategic,157,9,0,8,5,135
31440, N ,silencing,146,9,22,25,13,77
31446, N ,underpass,145,9,57,18,57,4
31456, J ,off-peak,149,9,3,60,50,27
31466, N ,honeydew,148,9,39,60,19,21
31499, N ,probity,137,9,19,35,22,52
31533, N ,harlot,171,9,76,21,20,45
31538, J ,diuretic,147,9,12,70,17,39
31555, N ,poultice,137,9,61,51,8,8
31565, N ,stepladder,138,9,67,41,16,5
31567, N ,erector,147,9,19,37,24,58
31626, J ,standing-room-only,134,9,5,46,68,6
31672, N ,settling,129,9,30,25,15,50
31736, J ,unswerving,126,9,20,32,31,34
31740, J ,bicultural,149,9,0,16,18,106
31798, N ,contrail,138,9,73,34,20,2
31801, N ,sharpener,132,9,41,55,20,7
31842, N ,penumbra,145,9,35,43,11,47
31851, N ,single-mindedness,123,9,32,38,24,20
31871, N ,abrogation,151,9,2,13,13,114
31898, N ,solarium,140,9,83,16,25,7
31902, N ,embolism,158,9,19,28,13,89
31907, J ,high-achieving,188,9,1,33,36,109
31952, N ,aloneness,139,9,56,31,11,32
31960, J ,calibrated,159,9,8,30,11,101
31971, J ,waist-deep,133,9,48,50,25,1
31984, N ,magnanimity,133,9,23,26,16,59
32072, N ,stapler,145,9,43,56,24,13
32087, N ,menswear,177,9,7,77,82,2
32100, J ,public-service,130,9,5,64,36,16
32101, J ,rounding,195,9,20,33,16,117
32117, N ,mastiff,162,9,102,18,27,6
32202, N ,director-general,127,9,2,32,32,52
32263, R ,unspeakably,127,9,53,30,19,16
32279, N ,conservancy,915,9,11,358,365,172
32289, N ,harpist,131,9,48,20,46,8
32322, R ,outwards,130,9,54,22,6,39
32392, J ,apoplectic,128,9,52,36,21,10
32403, N ,fusillade,123,9,45,39,24,6
32411, J ,antsy,128,9,47,34,35,3
32416, J ,stop-and-go,123,9,13,48,46,7
32428, N ,wetsuit,140,9,53,37,35,6
32432, R ,slavishly,123,9,12,42,17,43
32457, J ,five-man,124,9,14,29,65,7
32459, V ,rehydrate,137,9,5,85,27,11
32466, N ,rhesus,146,9,24,68,13,32
32502, J ,round-robin,134,9,6,12,59,48
32600, R ,staggeringly,121,9,17,45,30,20
32627, J ,fiendish,126,9,51,28,22,16
32659, N ,imbroglio,124,9,9,45,31,30
32678, N ,photocopier,124,9,19,45,17,34
32709, R ,frightfully,116,9,42,36,17,12
32743, J ,anglo-irish,128,9,17,33,10,59
32776, R ,dripping,122,9,83,24,5,1
32828, J ,self-regulating,128,9,4,24,13,78
32837, J ,non-american,126,9,2,20,31,64
32838, N ,henhouse,143,9,84,27,19,4
32839, J ,brown-eyed,124,9,39,48,19,9
32941, J ,wind-driven,119,9,27,45,16,22
32954, N ,cockiness,119,9,25,35,47,3
32971, N ,bemusement,124,9,55,25,22,13
32981, N ,histrionics,122,9,34,34,31,14
33017, R ,deliriously,123,9,52,38,22,2
33040, J ,nonrefundable,120,9,15,35,52,9
33114, N ,temblor,129,9,19,30,67,4
33127, J ,strange-looking,114,9,57,27,13,8
33132, J ,crowned,118,9,27,37,17,28
33146, N ,speakeasy,131,9,36,35,44,7
33158, J ,shouted,116,9,71,12,21,3
33171, J ,damnable,120,9,73,12,7,19
33186, J ,flightless,116,9,24,47,16,20
33187, N ,typhus,130,9,37,39,15,30
33208, J ,worshipful,119,9,46,28,12,24
33219, J ,catching,114,9,19,26,44,16
33247, N ,enlistee,124,9,4,19,40,52
33299, N ,constructor,120,9,17,12,25,57
33350, J ,bangladeshi,124,9,5,20,33,57
33381, V ,shoehorn,117,9,19,43,35,11
33428, J ,repaired,113,9,23,31,31,19
33436, N ,metamorphoses,153,9,16,16,21,91
33458, N ,riffraff,114,9,57,18,24,6
33462, R ,photographically,108,9,5,43,5,46
33464, J ,described,124,9,2,16,5,92
33496, N ,minibar,120,9,36,43,32,0
33585, N ,cession,131,9,3,12,0,107
33599, J ,implemented,118,9,0,12,9,88
33609, J ,obtrusive,106,9,20,37,12,28
33624, N ,birdseed,120,9,46,46,19,0
33628, N ,trade-in,143,9,8,79,45,2
33697, J ,decade-old,113,9,4,31,60,9
33775, N ,rebelliousness,108,9,14,31,15,39
33808, V ,overdress,107,9,50,34,13,1
33840, J ,take-charge,111,9,17,45,37,3
33887, J ,senior-level,122,9,4,27,21,61
33895, J ,friendless,120,9,64,23,14,10
33920, N ,vino,198,9,27,62,67,33
33926, N ,epaulet,116,9,60,23,19,5
33930, J ,spooked,116,9,62,29,14,2
33983, N ,pertussis,140,9,1,67,6,57
33991, N ,establishing,108,9,25,12,9,53
33998, V ,mythologize,106,9,7,24,23,43
34081, J ,erased,106,9,29,20,23,25
34144, N ,over-reliance,117,9,2,20,15,71
34154, R ,uproariously,106,9,59,21,10,7
34161, R ,flamboyantly,102,9,25,37,27,4
34196, N ,inkwell,107,9,58,26,7,7
34214, J ,overeager,99,9,34,28,23,5
34248, V ,intubate,116,9,24,25,9,49
34293, N ,disrupter,112,9,19,53,14,17
34300, J ,picked,110,9,39,35,23,4
34331, J ,earth-moving,96,9,19,34,18,16
34359, J ,much-loved,111,9,15,40,39,8
34378, J ,war-fighting,98,9,6,24,21,38
34415, N ,cummerbund,115,9,58,28,17,3
34422, J ,bad-boy,109,9,13,49,36,2
34430, N ,self-delusion,104,9,19,32,20,24
34481, N ,overconsumption,110,9,1,46,23,31
34605, J ,sixty-year-old,99,9,52,22,1,15
34637, N ,antipasto,113,9,16,41,47,0
34678, N ,looking-glass,130,9,57,24,19,21
34686, N ,specter,1409,9,143,438,453,366
34696, N ,self-mutilation,107,9,14,23,18,43
34703, J ,chicken-fried,107,9,18,38,39,3
34737, N ,falconry,132,9,3,43,61,16
34747, N ,pratfall,100,9,21,28,35,7
34775, J ,ill-considered,106,9,22,31,16,28
34821, J ,verified,101,9,7,25,34,26
34831, J ,untraceable,97,9,44,22,9,13
34852, J ,swashbuckling,102,9,15,33,40,5
34888, N ,write-down,115,9,0,22,76,8
34905, R ,inwards,108,9,54,10,4,31
34968, J ,crowding,98,9,24,16,28,21
34971, N ,socializing,114,9,19,29,17,40
35014, N ,urinalysis,105,9,4,32,14,46
35020, N ,newsboy,104,9,43,24,18,10
35060, N ,calvinist,120,9,12,32,16,51
35115, N ,parabola,105,9,36,23,12,25
35145, N ,fop,114,9,41,17,27,20
35157, N ,madcap,102,9,14,35,39,5
35186, N ,sectarianism,108,9,1,14,19,65
35199, N ,weeding,98,9,25,31,15,18
35292, N ,wistfulness,102,9,58,15,13,7
35296, J ,azeri,114,9,14,24,52,15
35370, N ,chirping,118,9,76,16,13,4
35371, N ,great-granddaughter,103,9,29,26,34,5
35446, J ,work-study,99,9,11,28,30,21
35470, N ,satiety,115,9,6,53,3,44
35479, N ,pampering,107,9,12,56,27,3
35540, N ,rickets,102,9,19,37,17,20
35559, N ,warthog,124,9,41,38,15,21
35606, N ,self-congratulation,91,9,11,26,20,25
35622, J ,medium-term,105,9,0,17,12,67
35655, J ,action-oriented,90,9,0,25,21,35
35688, J ,hidebound,91,9,8,32,25,17
35713, J ,overdone,95,9,37,20,24,5
35719, J ,advantaged,104,9,0,8,13,74
35723, J ,insuperable,92,9,6,20,8,49
35727, N ,audiologist,104,9,8,33,10,44
35788, J ,overextended,93,9,7,34,22,21
35818, R ,whereof,95,9,21,25,9,31
35826, N ,gunfighter,117,9,61,25,16,6
35865, J ,aroused,91,9,24,24,5,29
35936, N ,veg,105,9,15,66,14,1
35957, J ,disadvantageous,88,9,5,12,5,57
35984, J ,unexciting,87,9,11,32,24,11
36062, N ,firetruck,100,9,24,14,51,2
36171, J ,ice-free,95,9,7,33,10,36
36187, J ,grandfatherly,86,9,17,22,30,8
36198, J ,blinded,99,9,23,11,10,46
36334, N ,revamping,90,9,1,21,39,20
36337, N ,paperboy,99,9,51,14,25,0
36339, N ,codfish,94,9,20,45,13,7
36362, J ,multi-story,100,9,6,17,37,31
36410, J ,archived,93,9,20,21,19,24
36484, J ,animating,91,9,8,23,9,42
36514, N ,vim,89,9,20,25,5,30
36530, J ,guilt-free,97,9,8,57,17,6
36570, R ,rashly,86,9,30,18,11,18
36590, J ,unappealing,82,9,14,30,17,12
36592, N ,trousseau,103,9,61,14,7,12
36669, N ,chasing,104,9,13,46,10,26
36674, J ,gale-force,93,9,16,39,23,6
36736, N ,cognizance,87,9,14,5,6,53
36773, N ,sensationalist,82,9,5,15,22,31
36816, J ,perturbed,85,9,47,9,10,10
36840, J ,afrikaans,112,9,10,8,15,70
36852, J ,nine-point,81,9,1,12,31,28
36915, N ,lidocaine,115,9,11,14,10,71
36921, N ,tie-up,86,9,12,20,41,4
37055, J ,no-smoking,82,9,13,17,36,7
37073, J ,dehumanizing,82,9,5,15,17,36
37118, N ,nonaggression,93,9,1,16,14,53
37136, R ,adoringly,87,9,47,15,10,6
37182, N ,hematite,99,9,8,56,15,11
37289, J ,slipped,76,9,32,19,13,3
37313, N ,weenie,97,9,39,32,17,0
37352, N ,kola,167,9,16,38,13,91
37383, N ,songstress,87,9,4,56,15,3
37398, J ,college-aged,88,9,7,7,6,59
37404, N ,dominatrix,89,9,25,35,16,4
37415, N ,kingmaker,89,9,3,29,37,11
37450, J ,invitation-only,85,9,3,18,49,6
37456, N ,penetrator,92,9,6,40,16,21
37491, J ,improvisatory,85,9,2,12,15,47
37504, J ,extroverted,84,9,5,28,18,24
37526, J ,post-apocalyptic,94,9,16,30,22,17
37566, R ,serially,84,9,6,10,5,54
37577, V ,fluoresce,83,9,20,40,1,13
37578, N ,wooing,81,9,17,12,20,23
37716, J ,church-based,79,9,1,16,26,27
37837, J ,mind-altering,76,9,14,27,14,12
37866, J ,deteriorated,75,9,2,19,12,33
37870, N ,gradualism,85,9,5,15,9,47
37883, N ,crudeness,77,9,26,13,13,16
37898, V ,overbuild,78,9,1,28,40,0
37921, N ,ellipsis,92,9,16,7,5,55
37961, J ,strong-armed,77,9,11,12,41,4
38043, N ,mainstreaming,125,9,1,17,22,76
38061, N ,groping,89,9,39,25,9,7
38125, J ,noncritical,103,9,3,7,5,79
38152, N ,ism,78,9,1,19,8,41
38197, N ,bellybutton,81,9,28,20,20,4
38250, N ,wholesomeness,74,9,6,28,22,9
38270, N ,lysine,93,9,9,64,5,6
38297, N ,tribune,2568,9,233,450,1630,246
38380, N ,greenway,458,9,54,101,200,94
38399, N ,chatting,81,9,17,15,11,29
38434, J ,thousand-year-old,75,9,21,18,11,16
38464, J ,diverting,72,9,17,17,17,12
38481, J ,rumanian,77,9,15,25,6,22
38512, J ,nine-foot,75,9,13,31,17,5
38532, V ,emulsify,83,9,0,34,36,4
38583, N ,commodore,604,9,161,193,182,59
38597, J ,scatological,71,9,15,19,17,11
38650, J ,carried,68,9,26,12,15,6
38736, J ,state-to-state,84,9,0,9,2,64
38761, J ,kick-ass,80,9,26,42,3,0
38769, N ,lapdog,73,9,25,30,6,3
38797, N ,dreamscape,83,9,36,18,15,5
38810, J ,gas-electric,87,9,2,27,41,8
38844, V ,intellectualize,70,9,8,22,9,22
38850, R ,smilingly,73,9,39,12,10,3
38867, J ,self-motivated,73,9,4,14,10,36
38911, J ,slouchy,92,9,15,47,19,2
38973, N ,half-step,68,9,29,10,16,4
38986, N ,boonies,80,9,36,22,13,0
38999, N ,wastage,109,9,2,8,4,86
39055, J ,weak-kneed,71,9,21,16,22,3
39089, J ,clarifying,74,9,7,37,6,15
39171, N ,astrobiology,99,9,2,32,14,42
39238, N ,ballfield,75,9,11,11,41,3
39245, R ,drizzly,72,9,16,33,13,1
39270, N ,viva,410,9,74,139,96,92
39319, N ,secretary-treasurer,87,9,0,18,44,16
39329, J ,discoverable,74,9,4,8,5,48
39351, J ,unpersuasive,66,9,2,16,11,28
39366, N ,eclair,72,9,45,2,15,1
39386, V ,miscast,70,9,6,12,35,8
39387, N ,forthrightness,66,9,16,14,17,10
39398, N ,cotillion,80,9,34,10,25,2
39459, J ,lower-paid,68,9,0,23,30,6
39469, N ,groomsman,90,9,28,38,14,1
39497, N ,zag,91,9,16,32,28,6
39545, N ,homestretch,72,9,7,30,26,0
39551, J ,brownian,78,9,14,16,4,35
39564, N ,spangle,78,9,38,23,7,1
39583, N ,sufferance,69,9,26,6,5,23
39629, N ,redaction,76,9,2,16,3,46
39638, J ,unromantic,66,9,16,21,14,6
39644, J ,rehabilitated,68,9,6,17,24,12
39645, J ,touch-tone,67,9,2,31,24,1
39667, N ,tokenism,69,9,0,18,25,17
39684, N ,streamlining,66,9,2,11,24,20
39693, J ,reviled,72,9,7,24,26,6
39700, J ,honest-to-god,61,9,25,11,14,2
39840, J ,pre-christmas,66,9,9,11,34,3
39977, N ,alopecia,105,9,10,37,16,33
40151, N ,merengue,121,9,13,6,24,69
40156, J ,freckle-faced,64,9,32,10,12,1
40195, N ,squawking,77,9,48,10,7,3
40259, J ,pre-kindergarten,73,9,0,3,39,22
40266, J ,high-handed,68,9,9,22,17,11
40271, V ,natter,65,9,34,8,12,2
40280, N ,immunotherapy,119,9,0,14,3,93
40319, R ,repetitively,62,9,6,10,8,29
40324, J ,captivated,61,9,12,24,11,5
40339, N ,retooling,65,9,1,22,14,19
40354, J ,inter-arab,74,9,0,3,4,58
40355, J ,kafkaesque,74,9,6,30,22,7
40395, J ,long-planned,66,9,6,14,35,2
40428, N ,scrapping,59,9,6,11,18,15
40531, J ,decisional,72,9,0,2,6,55
40580, R ,ineffectively,63,9,11,11,6,26
40581, J ,trappist,61,9,7,26,15,4
40593, N ,ester,356,9,234,37,32,44
40651, N ,misidentification,67,9,2,14,8,34
40697, N ,mujahedin,98,9,0,40,9,40
40713, N ,gyre,92,9,12,8,9,54
40720, J ,low-class,60,9,21,9,17,4
40862, N ,full-timer,69,9,3,17,24,16
40890, J ,full-out,65,9,25,20,10,1
40924, J ,gynecologic,65,9,1,37,7,11
40960, N ,dumper,59,9,9,13,15,13
41015, N ,lantana,106,9,12,47,37,1
41052, J ,free-thinking,58,9,8,10,14,17
41079, R ,telepathically,67,9,38,11,6,3
41187, N ,syndicator,70,9,0,19,38,4
41224, J ,overpaid,57,9,8,17,21,2
41226, N ,grebe,89,9,4,47,25,4
41306, N ,bioreactor,70,9,1,24,2,34
41343, J ,clinton-era,69,9,1,28,26,5
41349, N ,brainwave,59,9,30,12,1,7
41375, N ,puzzler,70,9,11,26,17,7
41506, J ,hot-tempered,58,9,11,17,18,3
41615, N ,flammability,60,9,1,13,9,28
41665, N ,dissidence,67,9,4,7,4,43
41690, J ,pavlovian,59,9,14,12,13,11
41729, R ,exorbitantly,55,9,6,17,15,8
41766, J ,inclusionary,70,9,0,3,7,51
41781, J ,notarized,56,9,19,8,16,4
41833, J ,resolvable,58,9,1,19,3,26
41835, R ,unjustifiably,56,9,2,9,10,26
41867, J ,zairean,60,9,6,12,20,13
41914, J ,around-the-world,56,9,1,17,25,4
41927, J ,suggestible,54,9,16,14,6,9
42038, V ,bedazzle,59,9,25,14,6,5
42064, V ,smarten,58,9,23,17,8,1
42143, J ,hypothermic,57,9,8,25,7,8
42202, J ,business-friendly,63,9,1,20,23,10
42272, J ,sex-abuse,65,9,0,36,19,1
42293, J ,one-pound,54,9,6,24,13,2
42333, J ,pro-communist,54,9,1,13,14,17
42458, N ,sexpot,60,9,19,18,13,1
42479, J ,thousand-dollar,55,9,25,12,9,0
42658, N ,bookmobile,87,9,59,6,12,1
42689, J ,anti-feminist,59,9,1,19,9,21
42736, J ,goody-goody,52,9,22,12,7,2
42745, M ,three-hundred,58,9,31,1,3,14
42780, N ,scleroderma,68,9,2,16,27,14
42806, J ,big-spending,57,9,0,21,25,2
42833, U ,aaah,61,9,40,6,4,2
42884, N ,firebreak,53,9,9,14,8,13
42931, V ,reshoot,50,9,6,14,19,2
42962, J ,pent,49,9,24,7,2,7
43008, J ,hosting,54,9,4,18,9,14
43046, J ,skateboarding,54,9,9,14,16,6
43050, N ,citron,170,9,49,48,53,11
43196, N ,nitroglycerine,51,9,14,17,8,3
43291, J ,authenticated,53,9,6,12,12,14
43359, J ,people-to-people,51,9,0,13,8,21
43389, N ,hairdressing,53,9,15,13,7,9
43417, N ,skeeter,154,9,66,26,49,4
43603, N ,expander,58,9,2,17,2,28
43687, J ,unhealed,50,9,15,12,5,9
43693, N ,jammies,56,9,22,16,9,0
43787, N ,sigmoidoscopy,63,9,0,33,5,16
43797, J ,clintonian,50,9,0,26,9,6
43801, J ,bicameral,50,9,7,8,9,17
43822, J ,ungracious,49,9,20,10,5,5
43867, N ,acclimation,56,9,10,9,8,20
43958, J ,back-channel,49,9,4,11,19,6
44002, J ,go-slow,48,9,0,11,24,4
44162, J ,suspicious-looking,45,9,7,18,7,4
44230, J ,floored,48,9,8,12,19,0
44257, J ,substantiated,51,9,4,9,7,22
44275, N ,massager,56,9,10,25,11,1
44310, N ,thumbs-down,50,9,4,17,15,5
44403, J ,deliverable,52,9,1,14,9,19
44517, J ,blogging,55,9,3,20,10,13
44523, N ,turndown,48,9,5,9,15,10
44598, J ,angered,44,9,9,4,13,9
44600, J ,ex-military,49,9,17,11,9,3
44649, J ,second-ranking,49,9,0,6,26,8
44711, V ,spectate,55,9,9,5,9,23
44748, J ,war-making,51,9,0,13,9,20
44881, J ,normal-sized,44,9,23,5,3,4
44885, J ,well-coordinated,47,9,5,6,8,19
44892, N ,nymphomaniac,51,9,25,7,4,6
44916, J ,stymied,48,9,9,10,11,9
44927, N ,discourtesy,53,9,14,6,21,3
44955, J ,endorsed,49,9,1,4,10,25
44957, J ,exigent,48,9,9,6,4,20
44975, N ,raga,52,9,9,8,14,12
44977, J ,flag-burning,45,9,1,9,22,4
45044, N ,respecter,44,9,11,12,2,10
45051, N ,shiv,179,9,26,92,27,25
45131, J ,brutalized,43,9,10,9,8,7
45142, N ,jeering,44,9,18,5,9,3
45176, J ,fish-eating,46,9,1,21,3,12
45178, N ,listenership,45,9,0,2,21,13
45233, J ,million-year-old,46,9,5,16,12,4
45263, N ,supermom,51,9,4,25,10,3
45284, J ,post-invasion,57,9,0,2,12,34
45352, J ,communistic,47,9,3,4,5,26
45398, N ,recusal,49,9,0,4,31,5
45481, J ,crime-free,47,9,2,9,25,2
45539, J ,slave-holding,47,9,0,6,8,24
45592, J ,confiscatory,46,9,0,12,18,7
45663, J ,humanized,41,9,1,9,7,15
45699, J ,fat-cat,45,9,2,13,21,0
45785, J ,front-running,42,9,4,7,21,1
46121, V ,petrify,42,9,18,4,6,5
46125, J ,terrorized,41,9,10,4,8,10
46148, J ,matt,46,9,10,11,8,8
46197, J ,unreinforced,45,9,0,6,27,3
46263, J ,anti-islamic,51,9,0,5,7,30
46337, N ,jawbreaker,50,9,19,9,13,0
46349, J ,mistreated,43,9,5,9,12,8
46353, J ,five-term,43,9,1,12,20,1
46492, J ,non-black,46,9,1,15,9,12
46703, J ,pro-nazi,40,9,0,7,12,12
46963, N ,sexualization,44,9,0,12,6,17
47051, N ,placeholder,51,9,9,11,11,11
47071, N ,dauber,55,9,19,12,7,8
47152, N ,robbing,50,9,8,14,5,14
47153, N ,multitasking,74,9,10,33,14,8
47240, N ,irishness,55,9,15,9,6,16
47242, J ,media-driven,39,9,0,13,6,11
47244, N ,salvager,37,9,5,11,6,6
47334, N ,shopgirl,53,9,20,13,7,4
47390, N ,uvula,62,9,3,4,1,45
47542, R ,extemporaneously,37,9,5,5,10,8
47543, J ,unsupportable,38,9,8,6,4,11
47598, J ,reviewable,43,9,1,0,10,23
47670, J ,germ-free,37,9,3,20,5,0
47696, J ,three-card,40,9,9,6,15,1
47879, V ,sloganeer,35,9,2,5,10,9
47953, N ,busker,62,9,13,5,21,14
47971, J ,corsican,40,9,5,12,11,3
48112, N ,get-out,40,9,15,8,8,0
48130, J ,industry-funded,40,9,0,20,7,4
48191, J ,drug-exposed,56,9,0,37,7,3
48249, M ,mid-70,35,9,1,3,20,2
48289, N ,silverback,63,9,34,6,4,10
48298, N ,belligerency,43,9,2,2,5,25
48373, N ,weaponization,54,9,3,20,4,18
48560, J ,slow-speed,35,9,0,17,4,5
48819, J ,pro-competitive,47,9,0,2,6,30
48959, N ,seizing,34,9,5,5,6,9
49149, J ,qatari,44,9,0,8,16,11
49150, N ,leishmaniasis,37,9,0,6,1,21
49248, J ,ballsy,50,9,6,28,6,1
49421, J ,term-limited,38,9,0,6,22,1
49532, J ,red-legged,45,9,1,21,13,1
49560, N ,diplomate,65,9,2,12,3,39
49648, J ,fueling,37,9,8,7,6,7
49766, J ,pro-nafta,45,9,0,12,18,6
49818, J ,four-square,32,9,10,7,5,1
49842, J ,whistle-stop,31,9,1,10,9,2
49920, J ,transmittable,31,9,5,11,1,5
50201, N ,pinko,34,9,8,8,4,5
50301, J ,clear-thinking,33,9,8,3,6,7
50616, J ,privately-owned,33,9,0,5,8,11
50619, J ,non-hostile,32,9,3,6,8,6
50622, J ,nine-inch,32,9,11,7,4,1
50715, N ,off-loading,30,9,6,5,6,4
50883, R ,abusively,29,9,4,4,4,8
50957, N ,bling-bling,32,9,4,12,6,1
51104, J ,assaulted,28,9,8,5,3,3
51138, J ,check-off,33,9,1,8,11,4
51738, N ,pitbull,44,9,21,4,8,2
51750, J ,listenable,28,9,2,5,12,0
51869, J ,fifty-two-year-old,27,9,8,8,0,2
51988, J ,post-christmas,28,9,6,7,4,2
52203, J ,satellite-guided,28,9,3,5,9,2
52225, N ,derringer,50,9,33,2,5,1
52603, J ,dossy,31,9,9,4,3,6
52683, N ,rebus,41,9,7,3,0,22
52838, J ,affirming,28,9,3,2,7,7
53183, J ,friendly-fire,34,9,0,7,18,0
53241, N ,wonderfulness,30,9,9,8,4,0
53501, N ,backtalk,39,9,11,15,2,2
53511, N ,naivety,28,9,8,1,2,8
54089, N ,samsara,53,9,7,14,7,16
54194, J ,self-admitted,25,9,2,5,7,2
54664, J ,stop-smoking,23,9,0,7,6,1
54680, J ,educating,24,9,0,2,4,9
54963, N ,wrongfulness,27,9,1,5,1,11
55039, J ,flat-tax,31,9,0,16,6,0
55238, N ,bushmaster,33,9,10,9,4,1
55278, N ,banco,278,9,20,33,72,144
55297, J ,five-alarm,28,9,3,12,4,0
55521, J ,super-skinny,26,9,1,15,1,0
55786, J ,code-breaking,22,9,1,6,3,3
55862, J ,old-economy,28,9,0,11,8,0
55887, J ,shoot-to-kill,24,9,0,5,9,1
56176, J ,intercoastal,23,9,1,3,5,5
56186, U ,crikey,26,9,10,2,5,0
56283, J ,seventy-two-year-old,22,9,4,6,0,3
56669, J ,overbooked,24,9,1,8,6,0
56773, J ,ultra-nationalist,25,9,0,5,4,7
56803, J ,low-load,27,9,0,12,1,5
57079, N ,rennet,34,9,6,12,4,3
57332, N ,deadman,68,9,12,35,11,1
57406, V ,redivide,19,9,1,3,3,3
57549, N ,nilgai,34,9,0,1,22,2
57742, J ,test-fired,23,9,0,5,8,1
57747, J ,dead-even,20,9,0,5,6,0
57800, J ,anti-spyware,41,9,0,27,4,1
57931, J ,terrorist-related,24,9,1,0,10,4
58223, N ,vindicator,28,9,3,7,7,2
58462, J ,stop-loss,23,9,0,10,4,0
58622, N ,keynoter,19,9,1,6,2,1
58697, J ,pro-immigrant,25,9,0,2,5,9
58933, N ,mandamus,23,9,0,0,1,13
59177, J ,muslim-american,29,9,0,3,10,7
59242, N ,counterparty,30,9,0,6,7,8
59370, N ,seismicity,25,9,0,3,2,11
59673, N ,truthiness,23,9,0,4,10,0
59921, N ,bookman,156,9,18,7,109,13
11588, J ,contextual,1516,8,8,76,22,1402
12012, R ,impatiently,1305,8,1062,108,78,49
13328, J ,postsecondary,1305,8,0,48,79,1170
13407, J ,postcolonial,1246,8,25,40,24,1149
13571, R ,stiffly,1036,8,831,102,66,29
14669, J ,sociopolitical,944,8,7,58,30,841
14877, J ,ecclesiastical,862,8,37,200,40,577
15372, J ,consequent,818,8,36,88,38,648
15560, J ,school-based,884,8,0,33,57,786
16165, J ,yoruba,824,8,9,34,24,749
16308, R ,wistfully,672,8,302,166,154,42
16679, J ,homey,527,8,121,167,201,30
17545, N ,glossary,616,8,28,324,100,156
17563, J ,fibrous,608,8,64,177,36,323
17679, N ,mid-century,630,8,21,238,121,242
17819, J ,crosswise,638,8,36,437,146,11
18112, N ,wharf,974,8,406,201,292,67
18187, N ,teak,608,8,136,382,65,17
18486, J ,horticultural,524,8,20,240,94,162
18622, J ,upturned,533,8,368,87,42,28
18660, N ,gilt,522,8,198,229,56,31
18680, V ,nuzzle,541,8,410,80,36,7
18989, J ,wrought-iron,493,8,267,112,86,20
19017, V ,whir,507,8,324,89,70,16
19252, J ,verdant,490,8,138,186,104,54
19480, J ,mossy,480,8,239,149,70,14
19513, J ,whole-wheat,551,8,16,392,133,2
19606, J ,orthopaedic,617,8,3,32,25,549
19614, N ,latency,525,8,9,30,11,467
19643, N ,meta-analysis,584,8,0,42,7,527
19652, N ,sandpaper,475,8,123,273,40,31
19713, V ,sheathe,452,8,203,171,48,22
19728, N ,congruence,514,8,11,26,5,464
19898, J ,skinless,509,8,11,332,154,4
19953, N ,externality,503,8,2,49,18,426
19971, J ,fluttering,447,8,297,77,43,22
20045, R ,unevenly,408,8,116,107,42,135
20087, V ,operationalize,503,8,0,2,2,491
20134, J ,threadbare,446,8,285,75,61,17
20202, J ,postdoctoral,472,8,13,89,47,315
20356, J ,weedy,406,8,170,116,55,57
20487, J ,clammy,442,8,329,74,19,12
20526, N ,undershirt,432,8,314,60,35,15
20558, N ,excitation,494,8,14,27,2,443
20563, N ,analogue,421,8,13,79,14,307
20694, N ,functionary,400,8,94,87,55,156
20864, R ,nonchalantly,394,8,229,93,50,14
21084, N ,hickory,720,8,154,262,253,43
21187, J ,throaty,399,8,284,55,47,5
21258, V ,totter,389,8,263,60,35,23
21260, N ,switchback,406,8,83,258,51,6
21321, N ,pollinator,416,8,3,225,34,146
21634, J ,interacting,390,8,5,83,12,282
21738, J ,serviceable,348,8,90,124,65,61
21811, J ,archeological,360,8,45,70,82,155
21816, N ,lithograph,381,8,26,214,64,69
21899, N ,emulsion,350,8,29,168,59,86
22183, J ,leased,357,8,25,82,106,136
22286, N ,attentiveness,340,8,54,69,37,172
22427, J ,sooty,336,8,189,73,39,27
22437, N ,mot,341,8,61,65,22,185
22438, J ,germanic,358,8,36,78,30,206
22447, V ,curate,370,8,10,135,85,132
22467, N ,paddock,419,8,188,105,87,31
22637, N ,chrysanthemum,360,8,122,146,58,26
22677, R ,optimally,356,8,8,64,13,263
22680, J ,insubstantial,321,8,170,41,32,70
22725, J ,scoreless,396,8,4,28,354,2
22741, R ,irregularly,311,8,75,95,33,100
22811, N ,wader,342,8,72,177,67,18
22815, N ,rustling,347,8,266,37,19,17
22933, N ,thrall,318,8,124,89,47,50
23021, J ,mechanistic,354,8,12,35,16,283
23105, N ,mandible,372,8,127,48,6,183
23117, J ,withered,326,8,231,45,29,13
23170, J ,blue-gray,312,8,153,97,39,15
23181, R ,linguistically,336,8,14,19,15,280
23205, N ,tines,331,8,95,183,29,16
23285, J ,untamed,303,8,97,112,52,34
23286, J ,supine,308,8,102,45,17,136
23378, N ,deletion,318,8,21,59,38,192
23420, N ,serf,310,8,161,35,41,65
23482, J ,tiered,310,8,50,96,68,88
23547, N ,sloop,311,8,84,105,35,79
23615, N ,ubiquity,309,8,13,105,42,141
23670, N ,erasure,390,8,58,43,82,199
23712, V ,suckle,294,8,161,70,15,40
23722, N ,pus,303,8,124,72,9,90
23727, N ,midfielder,412,8,3,45,335,21
23784, J ,receding,291,8,154,61,35,33
23817, R ,gamely,283,8,91,107,69,8
23833, N ,crag,327,8,154,101,39,25
23876, J ,anthropomorphic,291,8,20,79,12,172
